cell_id,r_c,x_c,z_c,radial_pos,A_true,rel_err_N200,rel_err_N317,rel_err_N502,rel_err_N796,rel_err_N1262,rel_err_N2000
4.400000000000000000e+01,1.991040156814976592e-01,3.976634216469139282e-01,-2.045640291575168135e-02,3.981892280514163218e-01,1.379025729518714716e-01,2.064820172537951137e-03,1.115937881079887006e-04,4.076470539962073758e-04,1.166093886408869906e-04,7.924151385352296018e-05,6.100340270553950006e-05
4.500000000000000000e+01,1.562628135370799365e-01,4.089263904667062022e-01,4.231275780074599258e-01,5.884366916589992558e-01,9.655329140869499394e-02,-2.370759807782341078e-03,-2.680864238271851718e-03,7.218386064433701677e-05,1.428032709194226868e-04,-2.493213825109918957e-04,-9.408990145653994830e-05
4.600000000000000000e+01,9.834300871097477470e-02,4.195111553707413510e-01,-3.884442426975842078e-01,5.717329264310339054e-01,3.726740436476531915e-02,1.057333862299181249e-02,3.704826424216767222e-03,-2.696134961918117412e-03,-3.599753493288559980e-04,5.802366510609946459e-04,5.283830301960890097e-05
4.700000000000000000e+01,1.043461925726853756e-01,-1.167459993200680168e-01,5.856256046742658317e-02,1.306108795075751616e-01,3.460022541317063494e-02,2.728702409477090640e-03,7.802692454663695543e-04,-9.585883313684151474e-04,3.032360931090050116e-04,2.541435515401868628e-04,1.141589496842509988e-04
4.800000000000000000e+01,1.960976607278532846e-01,5.200033854022567681e-03,3.584275322018746213e-01,3.584652510249896618e-01,1.312115476381316426e-01,3.107035284585446533e-03,-2.405046623165874031e-03,-6.796033023198644329e-04,-1.998437543333508870e-04,4.343639164328116919e-05,-7.049109787649054937e-05
4.900000000000000000e+01,1.870756501509744374e-01,-3.373313432409874579e-02,5.144714359642259538e-01,5.155761658323824159e-01,1.308098014688770516e-01,-4.482677690433867213e-04,4.823713029478149394e-05,-6.661945445324279902e-04,1.000167344380464840e-04,-1.363566272889471520e-04,-3.149120688683559877e-05
5.000000000000000000e+01,1.552352849092809572e-01,-2.914351120769069214e-01,3.785174702105735811e-01,4.777131982747511718e-01,8.717745839179971701e-02,-4.161028732210136916e-03,4.761081077504503156e-04,3.060281346773940925e-04,-3.876304816041731272e-04,3.194928914309613788e-04,1.256029992349194657e-04
5.100000000000000000e+01,6.106115200967089651e-02,-3.370500385106167673e-02,-1.010602553367729861e-01,1.065326358133217022e-01,1.179167575383002244e-02,-1.273398874320430529e-03,-9.305461654507407587e-04,4.138690363640895598e-03,-2.400140717628840292e-04,-3.862784674270036689e-04,-2.781677219765299469e-05
5.200000000000000000e+01,1.135606164455671141e-01,1.220471304856808326e-01,-5.335959855890358705e-01,5.473757191331410921e-01,4.878457841618806523e-02,2.266935961175109426e-03,4.181812321021993739e-03,-6.398500776717552796e-04,1.798828953603059944e-04,-2.275282452828264468e-04,-1.260543196789365439e-04
5.300000000000000000e+01,1.900653364935264156e-01,2.602866398285568206e-01,4.578959882826414418e-01,5.267047284376491501e-01,1.363012935549460514e-01,2.710075581878079731e-03,8.009512518070138754e-05,-4.037319593915844607e-04,-1.654645124324893857e-04,2.755908616323132776e-04,-4.942288077458556472e-05
5.400000000000000000e+01,1.567230236176637148e-01,9.761729925362983007e-02,4.609731243468386808e-01,4.711956689992584657e-01,8.850270365960563601e-02,-2.109272541229945119e-03,8.012541904669490123e-04,1.092466614027953753e-03,-4.855678816229058725e-05,2.213160566810756791e-05,6.675867066152640916e-05
5.500000000000000000e+01,1.025832217051832335e-01,-4.652459412527333305e-01,-1.531949677590760395e-01,4.898188277300558613e-01,3.811665490473493956e-02,1.044860176424777798e-02,-5.586146319299101215e-03,-3.816672869554338376e-04,1.296564744581285566e-03,-1.242092334825528610e-04,1.679208449094637956e-04
5.600000000000000000e+01,1.629574984798514703e-01,-8.594326876588254116e-02,1.249883493988138694e-01,1.516849792550491738e-01,8.500476324209554901e-02,4.501513559643122164e-03,-8.949948201306678897e-04,-1.898773745588333561e-03,4.642016829816686396e-04,2.785823723925329176e-04,1.870196022177861295e-04
5.700000000000000000e+01,6.910377078825066799e-02,3.197869359342557782e-01,-3.110104498849124988e-01,4.460842794045039028e-01,1.679682366519792344e-02,6.447534995439818672e-03,5.574807643719204009e-03,-3.407488193320928893e-03,6.533537891035834377e-04,-5.134127554506928703e-05,6.068437095052559016e-05
5.800000000000000000e+01,7.859263406060273960e-02,5.132888104596493584e-01,9.109348521945626054e-02,5.213093381021570716e-01,2.281524128657261979e-02,4.856685776974734026e-03,-5.407025097047268858e-03,1.931469533465124400e-03,-2.807168430511985946e-04,-2.246513396021443398e-04,-2.822522018894879636e-04
5.900000000000000000e+01,1.544231675511339441e-01,-2.432697787832642233e-01,-4.590399337851720496e-01,5.195169353146762425e-01,8.883189835851107441e-02,2.570353167937744487e-03,-1.097826175294080997e-03,5.231141371730974043e-04,2.122326723885681332e-04,-6.683479787772395042e-05,-8.166301037526579876e-05
6.000000000000000000e+01,1.512197974950918455e-01,-1.939990575495186276e-01,-2.405636207032606499e-01,3.090412430986577697e-01,7.610062800394407079e-02,-2.037806994732882515e-03,1.236767799657201294e-04,-2.263330275728003826e-04,-3.214964654933982757e-04,1.062638314528463468e-04,6.710365900941539508e-05
6.100000000000000000e+01,1.915516647843781839e-01,-4.252563648391646245e-01,1.721615201781445670e-02,4.256047129984831257e-01,1.293636454483425291e-01,2.324592574380890397e-04,-1.915504475345053415e-03,6.463470043782670871e-05,-4.223896300283858096e-04,2.837659301946349188e-04,3.315119423263901410e-05
6.200000000000000000e+01,5.360198010070239133e-02,-4.760694110416602287e-01,5.422359731725003851e-01,7.215690782814088156e-01,1.308944769571620224e-02,8.801788756989781248e-03,1.084014050853898681e-03,4.443779661607694109e-03,1.651322318152681490e-03,2.772586305961333153e-04,-2.105288207369104825e-04
6.300000000000000000e+01,1.683871322379014712e-01,8.037752085847416073e-02,-3.925101715796130986e-01,4.006554388159628832e-01,9.830879175793202918e-02,1.228609717896178566e-03,-1.759193982478923779e-03,7.699416209940856959e-04,-4.765034012628177607e-04,1.228497489913493723e-05,2.106083664821234436e-04
6.400000000000000000e+01,1.575126020845592500e-01,2.065388530446372606e-01,1.574566773187655588e-01,2.597131168217349240e-01,8.131841233181438811e-02,-3.326801120023925584e-03,-2.180024766298083172e-03,9.112180618449094993e-04,-2.774305624986261876e-04,2.344408482273241390e-04,1.218613572309124038e-04
6.500000000000000000e+01,6.105746489368063523e-02,-3.586361179049727399e-01,1.051864443629336732e-01,3.737432984598734187e-01,1.264401689458751268e-02,-9.596209069686056914e-03,-7.239420776756766429e-04,2.875823778603070480e-03,-6.693132983320859708e-04,1.483160878848588382e-03,-7.464207029644898128e-04
6.600000000000000000e+01,7.280118537838056736e-02,1.272234902040877413e-01,2.774900641939841428e-01,3.052647247653928475e-01,1.751469087961505383e-02,-2.925348962547480447e-03,4.041296950255679477e-03,4.367655481685162044e-05,-2.085419911109331892e-03,3.592472746301034192e-04,-3.435388087436042071e-05
6.700000000000000000e+01,7.048151214513292961e-02,-2.650297775172772430e-01,3.053539474804318754e-01,4.043288466245511525e-01,1.709620452236287197e-02,-2.565848313898921873e-02,1.515234550707633687e-02,-2.303323466046447443e-03,-4.443551082145003051e-04,3.605790568890210324e-04,-3.391304417552643002e-04
